Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
Uriah,Toffuo,2.1,Horror,9.8,396.0,"A rainy night. A mysterious island. A boy with a dangerous story to tell , if only he could remember who or where he was. So begins a chilling journey into the unknown , when uncovering a twisted world of secrets is the only way to survive.", SATURDAY
Tales of the Unusual,Sungdae Oh,7.8,Horror,9.64,710.5,"In dangerous urban legends and dark ancient myths, human instincts and urges take form in unusual ways. Discover strange and thrilling depths in Tales of the Unusual. Often the thing that we should be most afraid of... is ourselves.", SUNDAY
Shiloh,Nikki Dibya Wardhana / Bryan Arfiandy,19608.0,Thriller,9.62,363.0,"The Marked Man has struck again, and rookie officer Callahan and her partner are the first on the scene of his latest grisly murder. The investigation quickly takes them into the dangerous depths of Shiloh, where more than just their suspect might be hiding in wait.", SATURDAY
Witch Creek Road,Garth the Geek / Kenan Halilovic,1.5,Horror,9.39,445.7,"A survival horror about love, acceptance, death and revenge. And sexy flesh-eating demons. Yeah, it has those, too.", SATURDAY
Distant Sky,Inwan Youn / Sunhee Kim,1.0,Horror,9.57,321.5,"""Am I the only one still alive?"" A boy wakes up to find himself in a building full of dead people, and Gangnam is shrouded in complete darkness. No cars, no electricity and no stars in the skyâ€¦ Not only Gangnam but the entire city seems deserted.", FRIDAY
Beetle Hands,Herhumanist,272788.0,Horror,9.68,108.8,"Welcome to the Heartland, a nightmarish realm where your own memories come back to hunt you -- literally. Dragged into the Heartland by the terrifying Beast that lives inside it, Matthew must survive long enough to free himself and his best friend Kenma before the Beast consumes them both. Better run fast, Matthew, before the Beast can catch you.", THURSDAY
Unknown Caller,Various Artists,168791.0,Thriller,9.55,435.0,Unknown Caller is an app-exclusive horror anthology with stories from renowned Korean creators who have been scaring audiences for years. These stories use augmented reality to unveil the creatures that haunt your home.,COMPLETED
All of Us Are Dead,Joo Dong-geun,165250.0,Thriller,8.33,86.3,"Life at Hyosan High School is nothing specialâ€¦ until the students realize they're in ground zero of a deadly virus that turns its victims into flesh-eating monsters. As the virus tears through their schoolmates in a matter of hours, they realize they have nowhere to run. Trapped in their high school with zombified versions of their friends and teachers, they must find a way to fight -- and escape with their lives.",COMPLETED
Sweet Home,Carnby Kim / Youngchan Hwang,16.9,Thriller,9.85,2.8,"After an unexpected family tragedy, a reclusive high school student is forced to leave his home -- only to face something much scarier: a reality where monsters are trying to wipe out humanity. Now he must fight alongside a handful of reluctant heroes to try and save the world before it's too late. Now a Netflix Original Series.",COMPLETED
Grasp,Jeonghoon Hwang,203091.0,Thriller,9.55,87.6,"Sojin Yeon, a temporary employee who posts her daily work life on her vlog, gets caught in the midst of a messy crime scene after the murder of her assistant manager. Her viewer ratings are escalating along with the shadows of her past latching onto her from moving forward. Can she break free from the mysterious crimes that are continuously occurring around her?",COMPLETED
The Red Book,Rangddo,378065.0,Horror,8.86,190.5,"The more you think about it, the scarier it gets.
 This is about things that are everywhere and nowhere.",COMPLETED
GremoryLand,A.Rasen,2.0,Horror,9.49,379.5,"Six old school friends are invited to be the first visitors of GremoryLand, a new horror theme park that promises an experience as unique as it is spooky. But once this experience starts there is no turning back, and they find themselves tested beyond what they imagined, facing their most desperate fears in order to survive.",COMPLETED
Forest of Humans,Junho Hwang,285344.0,Thriller,9.57,108.0,A secret experiment on serial killers conducted in the woods? What could possibly go wrong? Follow one young researcher's descent into madness and self-doubt as she attempts to escape a locked facility with ten bloodthirsty murderers. Will she make it out with her humanity intact?,COMPLETED
PIGPEN,Carnby Kim / Beom Sick Cheon,1.5,Thriller,9.74,317.1,"A relaxing getaway in paradise, or a death trap? A young man wakes up on a breathtaking beach, but he has no idea who he is or how he got there. Try as he might to piece it all together, untangling this mind-bending mystery won't be easy when every clue leads to more maddening questions... and the family that welcomes him into their home is not what they seem.",COMPLETED
Shriek,Various Artists,377712.0,Thriller,9.75,337.6,"Prepare to swallow your screams. This horror anthology is loaded with special effects for maximum scare,just in time for Halloween.",COMPLETED
Horang's Nightmare,Horang,199059.0,Horror,9.58,223.6,"Have you ever gotten that eerie feeling that someone's watching you? That when you turn off the lights, you're not alone? Read these terrifying ghost stories and try not to scream. A collection by Korea's master of horror, Horang.",COMPLETED
The Vault of Horror: A Collection of Nightmares,Various Artists,268329.0,Horror,8.94,187.3,"In the mood for a scare? You've come to the right place. Welcome to a world of nightmares and terror, created by the masters of horror at LINE Webtoon. Enter at your own risk.",COMPLETED
Melvina's Therapy,A.Rasen,1.9,Horror,9.72,396.5,"Anxiety, loneliness, depressionâ€¦ with a regular therapy you can deal with these issues, but Melvina's Therapy is about something deeper: creepy secrets remaining in the darkest space of your mind, waiting for youâ€¦",COMPLETED
Chiller,Various Artists,794093.0,Thriller,9.6,371.9,Stories that crawl up and down your spine.,COMPLETED
The Cliff,Sungdae Oh,98531.0,Thriller,9.32,68.6,"Tensions rise as two men wait for someone to save their lives after falling and getting stranded on the cliffside of a dangerous hiking trail. When days pass with no indication of help, the cliff becomes a stage for confrontation, violence, and madness.",COMPLETED
Have You Any Fear?,Various Artists,167542.0,Horror,8.6,202.0,A seasonal anthology exploring the sinister nature of classic children's nursery rhymes.,COMPLETED
Rotten,Goodguy,1.1,Thriller,9.68,386.1,"Jaeshin sees dead people, and Officer Han can sniff out evil. Literally. Their search for a missing friend leads them and professional stuntwoman Yuhyeon into a tangled web of vile cover-ups and twisted violence. Can they handle the overpowering stench of evil?",COMPLETED
Delusion,Hongjacga,802309.0,Thriller,9.79,189.6,"It's 1935 in Gyeongseong, and struggling artist Iho Yun has been commissioned by the reclusive, elderly Madam Jeonghwa Song to paint a portrait. Madam Jeonghwa Song allows Iho to set eyes upon her -- an unprecedented event -- and standing before him is a young woman. But why does she ask him to paint an elderly version of her? ""Don't finish the portrait."" Tucked between the previous artist's paint tubes is an ominous letter. Iho learns that no artist has left Madam Song's abode alive or of sound mind. Just what is she hiding and what will happen if Iho finishes the portrait?",COMPLETED
Rot & Ruin,Taylor Grant / Alempe,1.4,Horror,9.61,361.8,"Benny Imura and his friends must navigate a post-apocalyptic zombie-infected America in which teenagers are forced to find labor or face starvation. When Benny grudgingly joins his annoying older brother Tom as an apprentice zombie hunter, he soon discovers that almost everything he believed about his sheltered life is wrong--and zombies aren't the greatest thing to fear in the Rot & Ruin.
 
 Based on the novel Rot & Ruin by Jonathan Maberry.",COMPLETED
Elena,Jorge Jaramillo,213613.0,Horror,9.52,97.7,Web graphic novel about a larger than life love story. Every week a new page will be unveiled.,COMPLETED
Ghost Teller,QTT,5.0,Horror,9.86,966.0,You think your ghost stories are scary? Try listening to these stories from the ghosts themselves.,COMPLETED
Epilogue,Cho Seok,156290.0,Thriller,9.49,67.1,"What would you do if you discovered that the third-rate story in your free daily newspaper was actually an account of someone's murder? As Haesu Choi goes through his daily morning newspaper, ""Rotary N,"" to look for jobs, he stumbles across an ongoing serial thriller called ""Epilogue."" At first glance it just seems like pulp fiction, but as the story progresses, the characters turn out to be real-life victims. Get ready for a series full of twists and turns, with murder around every corner.",COMPLETED
DEAD DAYS,DEY,526116.0,Horror,9.67,200.7,"Beginning on the 4th day after a zombie virus broke out, this is a story about the will to live, human instincts and our selfish desires. A thrilling tale about the survivors of a zombie apocalypse.",COMPLETED
